,Art,Movement,artist,Year,nationality,StyleClassLabel,genre
242,the-old-peasant-patience-escalier-with-walking-stick-half-figure-1888,Post_Impressionism,Vincent_van_Gogh,1888,Dutch,Post_Impressionism,sketch_and_study
243,undergrowth-1887-1,Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,landscape
244,road-with-men-walking-carriage-cypress-star-and-crescent-moon-1890,Post_Impressionism,Vincent_van_Gogh,1890,Dutch,Post_Impressionism,sketch_and_study
245,harvest-landscape-1888(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,landscape
246,the-garden-of-saint-paul-hospital-with-figure-1889,Post_Impressionism,Vincent_van_Gogh,1889,Dutch,Post_Impressionism,cityscape
247,digger-1881(1),Realism,Vincent_van_Gogh,,Dutch,Realism,genre_painting
248,parsonage-garden-1884,Realism,Vincent_van_Gogh,1884,Dutch,Realism,sketch_and_study
249,torso-of-venus-1887-3,Realism,Vincent_van_Gogh,,Dutch,Realism,sketch_and_study
250,path-in-the-park-at-arles-1888,Post_Impressionism,Vincent_van_Gogh,1888,Dutch,Post_Impressionism,landscape
251,still-life-pink-roses-1890,Post_Impressionism,Vincent_van_Gogh,1890,Dutch,Post_Impressionism,
252,weed-burner-sitting-on-a-wheelbarrow-with-his-wife-1883,Realism,Vincent_van_Gogh,1883,Dutch,Realism,genre_painting
253,orphan-man-standing-1882,Realism,Vincent_van_Gogh,1882,Dutch,Realism,sketch_and_study
254,peasant-woman-head-4,Realism,Vincent_van_Gogh,,Dutch,Realism,sketch_and_study
255,peasant-woman-lifting-potatoes-6-1885,Realism,Vincent_van_Gogh,1885,Dutch,Realism,sketch_and_study
256,reaper-1885-3,Realism,Vincent_van_Gogh,,Dutch,Realism,sketch_and_study
257,potato-harvest-with-two-figures-1884,Realism,Vincent_van_Gogh,1884,Dutch,Realism,sketch_and_study
258,peasant-woman-lifting-potatoes-1885,Realism,Vincent_van_Gogh,1885,Dutch,Realism,sketch_and_study
259,sien-with-cigar-sitting-on-the-floor-near-stove-1882,Realism,Vincent_van_Gogh,1882,Dutch,Realism,genre_painting
260,mountains-at-saint-remy-with-dark-cottage-1889,Post_Impressionism,Vincent_van_Gogh,1889,Dutch,Post_Impressionism,landscape
261,flying-fox-1886(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,
262,pine-trees-in-front-of-the-wall-of-the-asylum-4-1889,Post_Impressionism,Vincent_van_Gogh,1889,Dutch,Post_Impressionism,sketch_and_study
263,interior-with-peasant-woman-sitting-near-the-fireplace-1885,Realism,Vincent_van_Gogh,1885,Dutch,Realism,genre_painting
264,head-of-a-young-peasant-in-a-peaked-cap-1885,Realism,Vincent_van_Gogh,1885,Dutch,Realism,portrait
265,daubigny-s-garden-with-black-cat-1890(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,sketch_and_study
266,l-ecorche-and-borghese-gladiator-1887,Post_Impressionism,Vincent_van_Gogh,1887,Dutch,Post_Impressionism,sketch_and_study
267,the-drinkers-after-daumier-1890,Post_Impressionism,Vincent_van_Gogh,1890,Dutch,Post_Impressionism,genre_painting
268,plain-near-auvers-1890,Post_Impressionism,Vincent_van_Gogh,1890,Dutch,Post_Impressionism,landscape
269,the-courtyard-of-the-hospital-in-arles-1889,Post_Impressionism,Vincent_van_Gogh,1889,Dutch,Post_Impressionism,cityscape
270,figures-in-a-winter-landscape-1883(1),Realism,Vincent_van_Gogh,,Dutch,Realism,sketch_and_study
271,a-pair-of-leather-clogs-1888(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,still_life
272,entrance-to-the-voyer-d-argenson-park-at-asnieres-1887(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,cityscape
273,three-hands,Realism,Vincent_van_Gogh,,Dutch,Realism,sketch_and_study
274,farmhouses-among-trees-1883(1),Realism,Vincent_van_Gogh,,Dutch,Realism,landscape
275,auvers-town-hall-in-14-july-1890-1890(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,cityscape
276,cottages-with-three-figures-1890(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,sketch_and_study
277,montmartre-the-quarry-and-windmills-1886-1,Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,cityscape
278,nude-woman-squatting-over-a-basin-1887,Post_Impressionism,Vincent_van_Gogh,1887,Dutch,Post_Impressionism,sketch_and_study
279,digger-1881-2(1),Realism,Vincent_van_Gogh,,Dutch,Realism,genre_painting
280,woman-s-head-1883,Realism,Vincent_van_Gogh,1883,Dutch,Realism,sketch_and_study
281,still-life-with-mussels-and-shrimp-1886,Post_Impressionism,Vincent_van_Gogh,1886,Dutch,Post_Impressionism,still_life
282,the-parsonage-garden-at-nuenen-in-the-snow-1885-1,Realism,Vincent_van_Gogh,,Dutch,Realism,landscape
283,woman-sewing-with-a-girl-1883,Realism,Vincent_van_Gogh,1883,Dutch,Realism,genre_painting
284,olive-picking-1889-1,Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,genre_painting
285,the-parsonage-garden-at-nuenen-in-the-snow-1885,Realism,Vincent_van_Gogh,1885,Dutch,Realism,landscape
286,the-church-at-auvers-1890,Post_Impressionism,Vincent_van_Gogh,1890,Dutch,Post_Impressionism,cityscape
287,olive-trees-bright-blue-sky-1889,Post_Impressionism,Vincent_van_Gogh,1889,Dutch,Post_Impressionism,landscape
288,peasant-woman-digging-seen-from-the-side-1885,Realism,Vincent_van_Gogh,1885,Dutch,Realism,sketch_and_study
289,winter-garden-1884,Realism,Vincent_van_Gogh,1884,Dutch,Realism,landscape
290,fisherman-with-sou-wester-pipe-and-coal-pan-1883(1),Realism,Vincent_van_Gogh,,Dutch,Realism,portrait
291,beach-and-sea-1882(1),Realism,Vincent_van_Gogh,,Dutch,Realism,sketch_and_study
292,restaurant-de-la-sirene-at-asnieres-1887-1,Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,cityscape
293,avenue-with-flowering-chestnut-trees-at-arles-1889(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,cityscape
294,view-of-arles-from-a-hill-1888,Post_Impressionism,Vincent_van_Gogh,1888,Dutch,Post_Impressionism,sketch_and_study
295,head-of-a-woman-1884,Realism,Vincent_van_Gogh,1884,Dutch,Realism,portrait
296,head-of-a-woman-with-her-hair-loose-1885(1),Realism,Vincent_van_Gogh,,Dutch,Realism,portrait
297,feet-1885(1),Realism,Vincent_van_Gogh,,Dutch,Realism,sketch_and_study
298,vincent-s-house-1888,Post_Impressionism,Vincent_van_Gogh,1888,Dutch,Post_Impressionism,sketch_and_study
299,fishing-boats-at-sea-1888-1(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,
300,weaver-1884,Realism,Vincent_van_Gogh,1884,Dutch,Realism,genre_painting
301,portrait-of-patience-escalier-1888-1,Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,portrait
302,standing-female-nude-seen-from-the-side-1886,Post_Impressionism,Vincent_van_Gogh,1886,Dutch,Post_Impressionism,nude_painting
303,interior-of-a-restaurant-1887,Post_Impressionism,Vincent_van_Gogh,1887,Dutch,Post_Impressionism,
304,peasant-woman-stooping-to-the-left,Realism,Vincent_van_Gogh,,Dutch,Realism,sketch_and_study
305,six-sketches-of-figures-among-others-a-man-sowing-wheat-1890,Post_Impressionism,Vincent_van_Gogh,1890,Dutch,Post_Impressionism,sketch_and_study
306,quay-with-men-unloading-sand-barges-1888-1,Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,genre_painting
307,peasant-woman-standing-near-a-ditch-or-pool-1885,Realism,Vincent_van_Gogh,1885,Dutch,Realism,sketch_and_study
308,orchard-with-blossoming-plum-trees-the-white-orchard-1888,Post_Impressionism,Vincent_van_Gogh,1888,Dutch,Post_Impressionism,sketch_and_study
309,view-of-paris-from-vincent-s-room-in-the-rue-lepic-1887,Post_Impressionism,Vincent_van_Gogh,1887,Dutch,Post_Impressionism,cityscape
310,vase-with-lilacs-daisies-and-anemones-1887,Post_Impressionism,Vincent_van_Gogh,1887,Dutch,Post_Impressionism,
311,sketch-of-a-lady-with-striped-dress-and-hat-and-of-another-lady-half-figure-1890,Post_Impressionism,Vincent_van_Gogh,1890,Dutch,Post_Impressionism,sketch_and_study
312,sand-diggers-in-dekkersduin-near-the-hague-1883,Realism,Vincent_van_Gogh,1883,Dutch,Realism,sketch_and_study
313,ruins-of-montmajour-1888-1,Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,sketch_and_study
314,street-in-saintes-maries-1888-2,Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,landscape
315,the-restaurant-de-la-sirene-at-asnieres-1887,Post_Impressionism,Vincent_van_Gogh,1887,Dutch,Post_Impressionism,cityscape
316,woman-reeling-yarn-1884-1,Realism,Vincent_van_Gogh,,Dutch,Realism,sketch_and_study
317,pine-trees-along-a-road-to-a-house-1889,Post_Impressionism,Vincent_van_Gogh,1889,Dutch,Post_Impressionism,sketch_and_study
318,landscape-with-three-trees-and-a-house-1890,Post_Impressionism,Vincent_van_Gogh,1890,Dutch,Post_Impressionism,landscape
319,vincent-s-boarding-house-in-hackford-road-brixton-london,Realism,Vincent_van_Gogh,,Dutch,Realism,sketch_and_study
320,wheat-fields-with-stacks-1888,Post_Impressionism,Vincent_van_Gogh,1888,Dutch,Post_Impressionism,landscape
321,two-hands-with-a-stick,Realism,Vincent_van_Gogh,,Dutch,Realism,sketch_and_study
322,still-life-with-four-sunflowers-1887,Post_Impressionism,Vincent_van_Gogh,1887,Dutch,Post_Impressionism,still_life
323,vincent-s-bedroom-in-arles-1889,Post_Impressionism,Vincent_van_Gogh,1889,Dutch,Post_Impressionism,
324,woman-with-a-broom-1882-1,Realism,Vincent_van_Gogh,,Dutch,Realism,sketch_and_study
325,peasant-woman-head-8,Realism,Vincent_van_Gogh,,Dutch,Realism,sketch_and_study
326,a-woman-walking-in-garden-1887(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,genre_painting
327,ploughman-and-three-women-1883,Realism,Vincent_van_Gogh,1883,Dutch,Realism,sketch_and_study
328,a-fishing-boat-at-sea-1888-2(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,
329,portrait-of-madame-ginoux-l-arlesienne-1890,Post_Impressionism,Vincent_van_Gogh,1890,Dutch,Post_Impressionism,portrait
330,canal(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,landscape
331,two-peasants-diging-after-millet-1889,Post_Impressionism,Vincent_van_Gogh,1889,Dutch,Post_Impressionism,genre_painting
332,orchard-with-blossoming-plum-trees-1888,Post_Impressionism,Vincent_van_Gogh,1888,Dutch,Post_Impressionism,landscape
333,melancholy-1883,Realism,Vincent_van_Gogh,1883,Dutch,Realism,genre_painting
334,the-public-soup-kitchen-1883-1,Realism,Vincent_van_Gogh,,Dutch,Realism,sketch_and_study
335,cart-with-black-ox-1884(1),Realism,Vincent_van_Gogh,,Dutch,Realism,
336,woman-walking-her-dog-1886,Post_Impressionism,Vincent_van_Gogh,1886,Dutch,Post_Impressionism,sketch_and_study
337,windmill-on-montmartre-1886,Post_Impressionism,Vincent_van_Gogh,1886,Dutch,Post_Impressionism,cityscape
338,double-bass-player-1887(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,sketch_and_study
339,zouave-1888(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,portrait
340,peasant-woman-two-heads-1885,Realism,Vincent_van_Gogh,1885,Dutch,Realism,sketch_and_study
341,hand-1885(1),Realism,Vincent_van_Gogh,,Dutch,Realism,sketch_and_study
342,white-house-at-night-1890,Post_Impressionism,Vincent_van_Gogh,1890,Dutch,Post_Impressionism,cityscape
343,luxembourg-garden-in-paris,Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,sketch_and_study
344,sower-with-setting-sun-1888-3,Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,genre_painting
345,roses-and-beetle-1890,Post_Impressionism,Vincent_van_Gogh,1890,Dutch,Post_Impressionism,
346,field-with-a-sower-1890(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,sketch_and_study
347,snowy-landscape-with-stooping-woman,Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,sketch_and_study
348,seated-woman-3-1885,Realism,Vincent_van_Gogh,1885,Dutch,Realism,sketch_and_study
349,self-portrait-with-straw-hat-1887-1,Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,
350,a-girl-raking-1881(1),Realism,Vincent_van_Gogh,,Dutch,Realism,genre_painting
351,the-seine-bridge-at-asnieres-1887,Post_Impressionism,Vincent_van_Gogh,1887,Dutch,Post_Impressionism,cityscape
352,woman-churning-butter-1881,Realism,Vincent_van_Gogh,1881,Dutch,Realism,genre_painting
353,wheat-field-with-the-alpilles-foothills-in-the-background-1888,Post_Impressionism,Vincent_van_Gogh,1888,Dutch,Post_Impressionism,landscape
354,self-portrait-with-straw-hat-1887-2,Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,
355,head-of-a-fisherman-with-a-fringe-of-beard-and-a-sou-wester(1),Realism,Vincent_van_Gogh,,Dutch,Realism,portrait
356,orphan-man-with-cap-head-1883,Realism,Vincent_van_Gogh,1883,Dutch,Realism,portrait
357,self-portrait-1889-2,Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,
358,view-of-paris-from-near-montmartre-1886,Post_Impressionism,Vincent_van_Gogh,1886,Dutch,Post_Impressionism,
359,the-factory-at-asnieres-1887,Post_Impressionism,Vincent_van_Gogh,1887,Dutch,Post_Impressionism,cityscape
360,straw-hats-at-dusk-1885,Realism,Vincent_van_Gogh,1885,Dutch,Realism,landscape
361,woman-with-white-bonnet-sien-s-mother-1882,Realism,Vincent_van_Gogh,1882,Dutch,Realism,portrait
362,french-peasant-woman-suckling-her-baby-after-dalou(1),Realism,Vincent_van_Gogh,,Dutch,Realism,genre_painting
363,blossoming-branches(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,sketch_and_study
364,woman-grinding-coffee-1881,Realism,Vincent_van_Gogh,1881,Dutch,Realism,genre_painting
365,lamp-in-front-of-a-window,Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,sketch_and_study
366,interior-with-peasant-woman-sewing-1885-4,Realism,Vincent_van_Gogh,,Dutch,Realism,genre_painting
367,peasant-woman-head-5,Realism,Vincent_van_Gogh,,Dutch,Realism,sketch_and_study
368,doctor-gachet-sitting-at-a-table-with-books-and-a-glass-with-sprigs-of-foxglove-1890(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,sketch_and_study
369,red-poppies-and-daisies-1890,Post_Impressionism,Vincent_van_Gogh,1890,Dutch,Post_Impressionism,
370,the-starry-night-1889-1,Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,sketch_and_study
371,sorrow-1882,Realism,Vincent_van_Gogh,1882,Dutch,Realism,sketch_and_study
372,girl-with-black-cap-sitting-on-the-ground-1881(1),Realism,Vincent_van_Gogh,,Dutch,Realism,genre_painting
373,at-the-foot-of-the-mountains-1889(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,landscape
374,cluster-of-old-houses-with-the-new-church-in-the-hague-1882(1),Realism,Vincent_van_Gogh,,Dutch,Realism,cityscape
375,water-wheels-of-mill-at-gennep-1884,Realism,Vincent_van_Gogh,1884,Dutch,Realism,cityscape
376,the-voyer-d-argenson-park-in-asnieres-1887,Post_Impressionism,Vincent_van_Gogh,1887,Dutch,Post_Impressionism,landscape
377,woman-sewing-1885-1,Realism,Vincent_van_Gogh,,Dutch,Realism,sketch_and_study
378,window-of-vincent-s-studio-at-the-asylum-1889,Post_Impressionism,Vincent_van_Gogh,1889,Dutch,Post_Impressionism,
379,peasant-woman-with-broom-1885,Realism,Vincent_van_Gogh,1885,Dutch,Realism,sketch_and_study
380,still-life-with-a-basket-of-crocuses-1887,Post_Impressionism,Vincent_van_Gogh,1887,Dutch,Post_Impressionism,still_life
381,woman-with-a-mourning-shawl-1885,Realism,Vincent_van_Gogh,1885,Dutch,Realism,sketch_and_study
382,gardener-near-a-gnarled-apple-tree-1883(1),Realism,Vincent_van_Gogh,,Dutch,Realism,sketch_and_study
383,young-man-with-a-hat-1888,Post_Impressionism,Vincent_van_Gogh,1888,Dutch,Post_Impressionism,portrait
384,portrait-of-adeline-ravoux-1890,Post_Impressionism,Vincent_van_Gogh,1890,Dutch,Post_Impressionism,portrait
385,torso-of-venus-1887,Realism,Vincent_van_Gogh,1887,Dutch,Realism,sketch_and_study
386,beach-sea-and-fishing-boats-1888(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,landscape
387,baby-1(1),Realism,Vincent_van_Gogh,,Dutch,Realism,portrait
388,plaster-statuette-of-a-female-torso-1886-5,Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,still_life
389,weaver-near-an-open-window-1884,Realism,Vincent_van_Gogh,1884,Dutch,Realism,genre_painting
390,hind-legs-of-a-horse-1890,Post_Impressionism,Vincent_van_Gogh,1890,Dutch,Post_Impressionism,sketch_and_study
391,cradle-1882(1),Realism,Vincent_van_Gogh,,Dutch,Realism,genre_painting
392,road-with-pollard-willows-1881-2,Realism,Vincent_van_Gogh,,Dutch,Realism,sketch_and_study
393,sower-1881-2,Realism,Vincent_van_Gogh,,Dutch,Realism,sketch_and_study
394,old-man-reeling-yarn-1884,Realism,Vincent_van_Gogh,1884,Dutch,Realism,genre_painting
395,miners-women-carrying-sacks-the-bearers-of-the-burden-1881,Realism,Vincent_van_Gogh,1881,Dutch,Realism,genre_painting
396,peasant-with-sickle-seen-from-the-back-1885-1,Realism,Vincent_van_Gogh,,Dutch,Realism,sketch_and_study
397,landscape-with-carriage-and-train-1890,Post_Impressionism,Vincent_van_Gogh,1890,Dutch,Post_Impressionism,landscape
398,snowy-landscape-with-arles-in-the-background-1888,Post_Impressionism,Vincent_van_Gogh,1888,Dutch,Post_Impressionism,landscape
399,wheatfields-under-thunderclouds-1890,Post_Impressionism,Vincent_van_Gogh,1890,Dutch,Post_Impressionism,landscape
400,banks-of-the-seine-near-pont-de-clichy-1887(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,landscape
401,strollers-and-onlookers-at-a-place-of-entertainment-1887,Post_Impressionism,Vincent_van_Gogh,1887,Dutch,Post_Impressionism,sketch_and_study
402,the-starry-night-1889(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,
403,garden-with-weeping-willow-1888(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,landscape
404,the-bench-1882,Realism,Vincent_van_Gogh,1882,Dutch,Realism,landscape
405,head-of-a-woman-1882,Realism,Vincent_van_Gogh,1882,Dutch,Realism,portrait
406,vase-with-zinnias-and-geraniums-1886,Post_Impressionism,Vincent_van_Gogh,1886,Dutch,Post_Impressionism,
407,cows-1890(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,
408,view-on-the-singel-in-amsterdam-1885,Realism,Vincent_van_Gogh,1885,Dutch,Realism,cityscape
409,woman-near-a-window-twice-man-with-winnow-sower-and-woman-with-broom,Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,sketch_and_study
410,standing-male-nude-seen-from-the-front-2,Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,sketch_and_study
411,field-with-flowers-1888(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,sketch_and_study
412,avenue-of-poplars-at-sunset-1884(1),Realism,Vincent_van_Gogh,,Dutch,Realism,landscape
413,railway-carriages-1888,Post_Impressionism,Vincent_van_Gogh,1888,Dutch,Post_Impressionism,landscape
414,vase-of-hollyhocks-1886,Post_Impressionism,Vincent_van_Gogh,1886,Dutch,Post_Impressionism,
415,torso-of-venus-1887-1,Realism,Vincent_van_Gogh,,Dutch,Realism,sketch_and_study
416,dead-leaf-and-pod-1890(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,still_life
417,chestnut-trees-in-blossom-1890(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,cityscape
418,man-and-woman-seen-from-the-back-1882,Realism,Vincent_van_Gogh,1882,Dutch,Realism,sketch_and_study
419,man-with-spade-in-a-suburb-of-paris-1887,Post_Impressionism,Vincent_van_Gogh,1887,Dutch,Post_Impressionism,genre_painting
420,green-wheat-fields-1890(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,landscape
421,peasant-woman-seen-against-the-window-head-and-whole-figure-1885,Realism,Vincent_van_Gogh,1885,Dutch,Realism,sketch_and_study
422,lap-with-hands,Realism,Vincent_van_Gogh,,Dutch,Realism,sketch_and_study
423,almond-tree-in-blossom-1888(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,landscape
424,peasant-with-sickle-1885,Realism,Vincent_van_Gogh,1885,Dutch,Realism,sketch_and_study
425,standing-female-nude-seen-from-the-front-1886,Post_Impressionism,Vincent_van_Gogh,1886,Dutch,Post_Impressionism,nude_painting
426,self-portrait-with-dark-felt-hat-at-the-easel-1886(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,
427,the-green-wheatfield-behind-the-asylum-1889,Post_Impressionism,Vincent_van_Gogh,1889,Dutch,Post_Impressionism,landscape
428,funeral-in-the-snow-near-the-old-tower-1883(1),Realism,Vincent_van_Gogh,,Dutch,Realism,genre_painting
429,peasant-woman-head-1885-2,Realism,Vincent_van_Gogh,,Dutch,Realism,sketch_and_study
430,portrait-of-a-woman-madame-tanguy,Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,portrait
